xdatetime_srv,xdatetime_loc,xouttemp,xwinddirec,xwindsp,xsunvol,xsunadd,xinsunvol,xinsunadd,xgndtemp,xgndhum,xwatertemp2,xrain,xhumlack,xsthum,xabhum,xdhum,Xsupplytemp1,Xreturntemp1,xintemp1,xinhum1,xco2,xco2set,xwinvol1_1,xcurivol,x3way1vol,xwinlauto,xcurlauto,x3waylauto,xco2auto,xlightauto,xhunauto,xboauto,xpumpauto,xco2run,xlightrun,xhunrun,xborun,xjuya,xventtemp1,xheattemp1,xasslauto,xass1run,XheatandCool1Auto,XheatandCool1Run,xpumprun1,set_val1,re_val1,ac_val1,set_ec,now_ec,set_ph,now_ph,sunrise,sunset,sunvol,sunadd,water_con,medium_ec,medium_temp,in_temp,in_hum,pi_ec,g1,j30m,jday
2026-03-17 13:59:00,2026-03-17 13:59:00,22.6,313,2.9,749.2,1526.18,524.5,1068.33,20.5,62.3,25.0,0,13.76,33.14,19.38,18.0,25.0,22.0,26.3,58.5,436,450,25.5,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.52,5.8,5.79,06:30,18:30,749.2,1526.18,77.1,3.02,24.3,26.3,58.5,2.42,0.0,134.86,1850.5
2026-03-17 14:00:00,2026-03-17 14:00:00,22.8,324,1.8,732.4,1530.58,512.6,1071.4,20.6,62.9,25.0,0,12.41,32.95,20.54,18.4,25.0,22.0,25.9,62.3,450,450,17.8,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.58,5.8,5.79,06:30,18:30,732.4,1530.58,77.1,3.08,23.9,25.9,62.3,2.48,0.0,131.82,1850.5
2026-03-17 14:01:00,2026-03-17 14:01:00,22.8,279,4.7,787.3,1535.3,551.1,1074.71,20.7,62.4,25.0,0,12.69,33.08,20.39,18.5,25.0,22.0,26.2,61.6,454,450,23.4,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.51,5.8,5.87,06:30,18:30,787.3,1535.3,77.0,3.01,24.2,26.2,61.6,2.41,0.0,141.71,1850.5
2026-03-17 14:02:00,2026-03-17 14:02:00,23.3,314,4.8,741.3,1539.75,518.9,1077.82,21.3,62.7,25.0,0,13.21,33.0,19.79,18.0,25.0,22.0,26.0,60.0,444,450,20.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.57,5.8,5.85,06:30,18:30,741.3,1539.75,77.0,3.07,24.0,26.0,60.0,2.47,0.0,133.44,1850.5
2026-03-17 14:03:00,2026-03-17 14:03:00,22.6,328,5.0,753.3,1544.27,527.3,1080.99,20.6,63.2,25.0,0,12.57,32.88,20.31,18.1,25.0,22.0,25.8,61.8,452,450,15.2,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.47,5.8,5.83,06:30,18:30,753.3,1544.27,77.0,2.97,23.8,25.8,61.8,2.37,0.0,135.59,1850.5
2026-03-17 14:04:00,2026-03-17 14:04:00,22.4,197,4.1,730.7,1548.65,511.5,1084.06,20.7,62.4,25.0,0,12.58,32.87,20.29,18.1,25.0,22.0,25.7,61.7,434,450,15.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.54,5.8,5.78,06:30,18:30,730.7,1548.65,76.9,3.04,23.7,25.7,61.7,2.44,0.0,131.53,1850.5
2026-03-17 14:05:00,2026-03-17 14:05:00,22.7,168,6.4,773.7,1553.29,541.6,1087.31,20.6,62.8,25.0,0,12.4,33.0,20.6,18.5,25.0,22.0,26.0,62.4,453,450,20.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.53,5.8,5.78,06:30,18:30,773.7,1553.29,76.9,3.03,24.0,26.0,62.4,2.43,0.0,139.26,1850.5
2026-03-17 14:06:00,2026-03-17 14:06:00,22.6,70,4.5,754.8,1557.82,528.4,1090.48,20.7,63.0,25.0,0,13.07,33.04,19.97,18.2,25.0,22.0,26.1,60.5,495,450,21.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.55,5.8,5.79,06:30,18:30,754.8,1557.82,76.8,3.05,24.1,26.1,60.5,2.45,0.0,135.86,1850.5
2026-03-17 14:07:00,2026-03-17 14:07:00,22.9,29,4.2,736.2,1562.24,515.3,1093.57,20.9,62.0,25.0,0,12.68,32.96,20.28,18.2,25.0,22.0,25.9,61.5,457,450,18.5,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.54,5.8,5.84,06:30,18:30,736.2,1562.24,76.7,3.04,23.9,25.9,61.5,2.44,0.0,132.51,1850.5
2026-03-17 14:08:00,2026-03-17 14:08:00,22.3,271,5.5,751.5,1566.75,526.0,1096.72,20.3,62.2,25.0,0,12.67,32.89,20.22,18.1,25.0,22.0,25.8,61.5,435,450,15.5,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.5,5.8,5.78,06:30,18:30,751.5,1566.75,76.7,3.0,23.8,25.8,61.5,2.4,0.0,135.26,1850.5
2026-03-17 14:09:00,2026-03-17 14:09:00,22.4,342,3.9,725.7,1571.1,508.0,1099.77,20.5,63.9,25.0,0,13.43,33.03,19.6,17.9,25.0,22.0,26.1,59.3,431,450,21.4,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.53,5.8,5.89,06:30,18:30,725.7,1571.1,76.6,3.03,24.1,26.1,59.3,2.43,0.0,130.62,1850.5
2026-03-17 14:10:00,2026-03-17 14:10:00,22.6,248,4.7,719.8,1575.42,503.8,1102.8,20.7,61.5,25.0,0,12.85,33.13,20.28,18.5,25.0,22.0,26.3,61.2,441,450,25.2,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.54,5.8,5.8,06:30,18:30,719.8,1575.42,76.6,3.04,24.3,26.3,61.2,2.44,0.0,129.56,1850.5
2026-03-17 14:11:00,2026-03-17 14:11:00,22.3,139,4.7,713.7,1579.7,499.6,1105.79,20.4,62.5,25.0,0,12.35,32.89,20.53,18.3,25.0,22.0,25.8,62.4,438,450,15.4,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.51,5.8,5.74,06:30,18:30,713.7,1579.7,76.5,3.01,23.8,25.8,62.4,2.41,0.0,128.47,1850.5
2026-03-17 14:12:00,2026-03-17 14:12:00,22.6,332,5.0,715.5,1584.0,500.9,1108.8,20.6,64.7,25.0,0,12.91,32.97,20.05,18.1,25.0,22.0,25.9,60.8,446,450,18.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.58,5.8,5.84,06:30,18:30,715.5,1584.0,76.5,3.08,23.9,25.9,60.8,2.48,0.0,128.8,1850.5
2026-03-17 14:13:00,2026-03-17 14:13:00,22.6,29,4.7,684.6,1588.1,479.2,1111.67,20.4,63.0,25.0,0,13.18,33.36,20.18,18.8,25.0,22.0,26.7,60.5,437,450,34.4,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.56,5.8,5.72,06:30,18:30,684.6,1588.1,76.4,3.06,24.7,26.7,60.5,2.46,0.0,123.23,1850.5
2026-03-17 14:14:00,2026-03-17 14:14:00,22.5,135,5.1,710.1,1592.37,497.1,1114.66,20.4,62.3,25.0,0,12.32,32.93,20.6,18.4,25.0,22.0,25.9,62.6,457,450,17.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.55,5.8,5.77,06:30,18:30,710.1,1592.37,76.4,3.05,23.9,25.9,62.6,2.45,0.0,127.81,1850.5
2026-03-17 14:15:00,2026-03-17 14:15:00,22.3,42,5.5,725.2,1596.72,507.7,1117.7,20.3,62.9,25.0,0,12.68,32.95,20.27,18.2,25.0,22.0,25.9,61.5,488,450,18.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.44,5.8,5.78,06:30,18:30,725.2,1596.72,76.4,2.94,23.9,25.9,61.5,2.34,0.0,130.54,1850.5
2026-03-17 14:16:00,2026-03-17 14:16:00,22.2,320,3.5,711.2,1600.98,497.9,1120.69,20.1,64.3,25.0,0,12.37,32.84,20.47,18.1,25.0,22.0,25.7,62.3,431,450,13.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.46,5.8,5.85,06:30,18:30,711.2,1600.98,76.3,2.96,23.7,25.7,62.3,2.36,0.0,128.02,1850.5
2026-03-17 14:17:00,2026-03-17 14:17:00,22.1,137,5.5,725.7,1605.34,508.0,1123.74,20.1,64.8,25.0,0,12.26,33.0,20.74,18.6,25.0,22.0,26.0,62.9,442,450,19.9,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.52,5.8,5.8,06:30,18:30,725.7,1605.34,76.3,3.02,24.0,26.0,62.9,2.42,0.0,130.63,1850.5
2026-03-17 14:18:00,2026-03-17 14:18:00,22.6,9,4.9,695.7,1609.51,487.0,1126.66,20.5,62.5,25.0,0,12.78,33.05,20.27,18.4,25.0,22.0,26.1,61.3,453,450,22.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.57,5.8,5.73,06:30,18:30,695.7,1609.51,76.2,3.07,24.1,26.1,61.3,2.47,0.0,125.22,1850.5
2026-03-17 14:19:00,2026-03-17 14:19:00,22.3,130,3.9,697.2,1613.7,488.1,1129.59,20.4,62.7,25.0,0,13.56,32.95,19.4,17.7,25.0,22.0,25.9,58.9,431,450,18.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.39,5.8,5.8,06:30,18:30,697.2,1613.7,76.2,2.89,23.9,25.9,58.9,2.29,0.0,125.5,1850.5
2026-03-17 14:20:00,2026-03-17 14:20:00,22.2,71,5.3,717.2,1618.0,502.0,1132.6,20.3,62.9,25.0,0,12.94,32.92,19.99,18.0,25.0,22.0,25.8,60.7,456,450,16.9,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.55,5.8,5.78,06:30,18:30,717.2,1618.0,76.1,3.05,23.8,25.8,60.7,2.45,0.0,129.09,1850.5
2026-03-17 14:21:00,2026-03-17 14:21:00,22.4,323,4.5,704.6,1622.23,493.2,1135.56,20.3,62.6,25.0,0,12.94,33.05,20.11,18.3,25.0,22.0,26.1,60.8,460,450,22.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.54,5.8,5.85,06:30,18:30,704.6,1622.23,76.1,3.04,24.1,26.1,60.8,2.44,0.0,126.83,1850.5
2026-03-17 14:22:00,2026-03-17 14:22:00,22.3,271,5.2,691.6,1626.38,484.1,1138.46,20.3,62.4,25.0,0,12.82,33.17,20.35,18.6,25.0,22.0,26.3,61.3,479,450,26.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.51,5.8,5.77,06:30,18:30,691.6,1626.38,76.0,3.01,24.3,26.3,61.3,2.41,0.0,124.48,1850.5
2026-03-17 14:23:00,2026-03-17 14:23:00,22.2,218,5.8,699.8,1630.58,489.9,1141.4,20.2,64.1,25.0,0,13.1,33.17,20.08,18.5,25.0,22.0,26.3,60.5,464,450,26.9,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.37,5.8,5.75,06:30,18:30,699.8,1630.58,75.9,2.87,24.3,26.3,60.5,2.27,0.0,125.97,1850.5
2026-03-17 14:24:00,2026-03-17 14:24:00,22.0,4,4.0,714.3,1634.86,500.0,1144.4,20.3,63.4,25.0,0,12.41,32.94,20.53,18.4,25.0,22.0,25.9,62.3,463,450,17.7,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.43,5.8,5.77,06:30,18:30,714.3,1634.86,75.9,2.93,23.9,25.9,62.3,2.33,0.0,128.58,1850.5
2026-03-17 14:25:00,2026-03-17 14:25:00,22.4,71,8.2,715.1,1639.15,500.5,1147.41,20.2,62.7,25.0,0,12.21,32.93,20.72,18.4,25.0,22.0,25.9,62.9,428,450,17.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.53,5.8,5.7,06:30,18:30,715.1,1639.15,75.8,3.03,23.9,25.9,62.9,2.43,0.0,128.71,1850.5
2026-03-17 14:26:00,2026-03-17 14:26:00,22.5,240,6.0,731.9,1643.54,512.3,1150.48,20.6,62.9,25.0,0,13.11,33.2,20.09,18.5,25.0,22.0,26.4,60.5,442,450,28.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.48,5.8,5.73,06:30,18:30,731.9,1643.54,75.8,2.98,24.4,26.4,60.5,2.38,0.0,131.74,1850.5
2026-03-17 14:27:00,2026-03-17 14:27:00,22.1,44,5.0,695.8,1647.72,487.1,1153.4,20.2,64.4,25.0,0,13.52,33.22,19.71,18.3,25.0,22.0,26.4,59.3,460,450,28.9,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.56,5.8,5.73,06:30,18:30,695.8,1647.72,75.7,3.06,24.4,26.4,59.3,2.46,0.0,125.25,1850.5
2026-03-17 14:28:00,2026-03-17 14:28:00,22.1,342,4.8,689.7,1651.86,482.8,1156.3,20.2,62.8,25.0,0,13.41,32.98,19.57,17.8,25.0,22.0,26.0,59.3,471,450,19.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.5,5.8,5.83,06:30,18:30,689.7,1651.86,75.7,3.0,24.0,26.0,59.3,2.4,0.0,124.15,1850.5
2026-03-17 14:29:00,2026-03-17 14:29:00,22.1,341,5.2,696.3,1656.03,487.4,1159.22,20.1,64.8,25.0,0,13.27,32.96,19.69,17.9,25.0,22.0,25.9,59.7,443,450,18.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.45,5.8,5.85,06:30,18:30,696.3,1656.03,75.7,2.95,23.9,25.9,59.7,2.35,0.0,125.33,1850.5
2026-03-17 14:30:00,2026-03-17 14:30:00,21.8,187,3.6,696.8,1660.21,487.7,1162.15,19.7,64.3,25.0,0,12.72,32.95,20.22,18.2,25.0,22.0,25.9,61.4,443,450,18.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.5,5.8,5.77,06:30,18:30,696.8,1660.21,75.6,3.0,23.9,25.9,61.4,2.4,0.0,125.42,1850.5
2026-03-17 14:31:00,2026-03-17 14:31:00,21.9,336,4.9,712.9,1664.49,499.0,1165.14,19.9,64.8,25.0,0,12.65,32.85,20.19,18.0,25.0,22.0,25.7,61.5,432,450,13.8,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.54,5.8,5.8,06:30,18:30,712.9,1664.49,75.6,3.04,23.7,25.7,61.5,2.44,0.0,128.32,1850.5
2026-03-17 14:32:00,2026-03-17 14:32:00,22.1,256,5.6,659.5,1668.45,461.6,1167.91,20.2,62.1,25.0,0,12.43,32.95,20.52,18.4,25.0,22.0,25.9,62.3,455,450,18.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.51,5.8,5.82,06:30,18:30,659.5,1668.45,75.5,3.01,23.9,25.9,62.3,2.41,0.0,118.71,1850.5
2026-03-17 14:33:00,2026-03-17 14:33:00,22.1,191,5.1,674.2,1672.49,471.9,1170.75,20.2,63.3,25.0,0,13.12,32.97,19.85,18.0,25.0,22.0,25.9,60.2,404,450,19.0,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.48,5.8,5.81,06:30,18:30,674.2,1672.49,75.5,2.98,23.9,25.9,60.2,2.38,0.0,121.35,1850.5
2026-03-17 14:34:00,2026-03-17 14:34:00,22.2,197,4.5,735.2,1676.91,514.6,1173.83,20.2,63.0,25.0,0,13.33,33.19,19.86,18.3,25.0,22.0,26.4,59.8,421,450,27.5,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.49,5.8,5.77,06:30,18:30,735.2,1676.91,75.4,2.99,24.4,26.4,59.8,2.39,0.0,132.34,1850.5
2026-03-17 14:35:00,2026-03-17 14:35:00,21.7,326,4.5,718.7,1681.22,503.1,1176.85,19.7,65.2,25.0,0,13.19,32.87,19.67,17.7,25.0,22.0,25.7,59.9,438,450,14.7,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.55,5.8,5.85,06:30,18:30,718.7,1681.22,75.4,3.05,23.7,25.7,59.9,2.45,0.0,129.37,1850.5
2026-03-17 14:36:00,2026-03-17 14:36:00,21.7,59,3.8,713.5,1685.5,499.5,1179.85,19.8,64.1,25.0,0,13.23,32.85,19.62,17.6,25.0,22.0,25.7,59.7,446,450,14.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.51,5.8,5.83,06:30,18:30,713.5,1685.5,75.3,3.01,23.7,25.7,59.7,2.41,0.0,128.43,1850.5
2026-03-17 14:37:00,2026-03-17 14:37:00,21.5,191,3.1,665.7,1689.49,466.0,1182.64,19.4,64.2,25.0,0,12.75,32.89,20.14,18.0,25.0,22.0,25.8,61.2,461,450,15.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.45,5.8,5.79,06:30,18:30,665.7,1689.49,75.2,2.95,23.8,25.8,61.2,2.35,0.0,119.82,1850.5
2026-03-17 14:38:00,2026-03-17 14:38:00,21.8,286,5.0,660.8,1693.46,462.6,1185.42,19.9,62.6,25.0,0,13.67,33.09,19.42,17.9,25.0,22.0,26.2,58.7,452,450,23.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.58,5.8,5.7,06:30,18:30,660.8,1693.46,75.2,3.08,24.2,26.2,58.7,2.48,0.0,118.95,1850.5
2026-03-17 14:39:00,2026-03-17 14:39:00,22.0,333,3.6,655.0,1697.39,458.5,1188.17,20.1,63.4,25.0,0,12.18,33.04,20.86,18.7,25.0,22.0,26.1,63.1,448,450,21.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.56,5.8,5.86,06:30,18:30,655.0,1697.39,75.2,3.06,24.1,26.1,63.1,2.46,0.0,117.89,1850.5
2026-03-17 14:40:00,2026-03-17 14:40:00,21.9,126,5.6,674.7,1701.44,472.3,1191.01,19.7,64.9,25.0,0,13.03,33.04,20.01,18.2,25.0,22.0,26.1,60.6,444,450,21.6,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.52,5.8,5.79,06:30,18:30,674.7,1701.44,75.2,3.02,24.1,26.1,60.6,2.42,0.0,121.45,1850.5
2026-03-17 14:41:00,2026-03-17 14:41:00,21.6,186,6.2,700.0,1705.64,490.0,1193.95,19.6,65.5,25.0,0,13.69,33.0,19.31,17.7,25.0,22.0,26.0,58.5,433,450,19.8,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.49,5.8,5.82,06:30,18:30,700.0,1705.64,75.1,2.99,24.0,26.0,58.5,2.39,0.0,125.99,1850.5
2026-03-17 14:42:00,2026-03-17 14:42:00,21.7,101,5.3,656.9,1709.58,459.8,1196.7,19.9,64.4,25.0,0,12.92,33.05,20.13,18.3,25.0,22.0,26.1,60.9,472,450,22.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.49,5.8,5.81,06:30,18:30,656.9,1709.58,75.1,2.99,24.1,26.1,60.9,2.39,0.0,118.24,1850.5
2026-03-17 14:43:00,2026-03-17 14:43:00,21.9,10,2.5,657.6,1713.52,460.3,1199.47,19.9,64.1,25.0,0,12.39,32.95,20.57,18.4,25.0,22.0,25.9,62.4,454,450,18.2,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.49,5.8,5.78,06:30,18:30,657.6,1713.52,75.0,2.99,23.9,25.9,62.4,2.39,0.0,118.37,1850.5
2026-03-17 14:44:00,2026-03-17 14:44:00,22.0,167,5.3,683.7,1717.63,478.6,1202.34,19.8,63.4,25.0,0,12.77,33.15,20.38,18.6,25.0,22.0,26.3,61.5,471,450,25.9,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.45,5.8,5.65,06:30,18:30,683.7,1717.63,75.0,2.95,24.3,26.3,61.5,2.35,0.0,123.07,1850.5
2026-03-17 14:45:00,2026-03-17 14:45:00,21.8,114,3.9,678.6,1721.7,475.0,1205.19,19.7,62.6,25.0,0,13.11,32.94,19.83,17.9,25.0,22.0,25.9,60.2,472,450,17.7,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.52,5.8,5.88,06:30,18:30,678.6,1721.7,74.9,3.02,23.9,25.9,60.2,2.42,0.0,122.14,1850.5
2026-03-17 14:46:00,2026-03-17 14:46:00,21.6,260,5.2,684.7,1725.8,479.3,1208.06,19.6,65.4,25.0,0,12.73,33.05,20.33,18.4,25.0,22.0,26.1,61.5,439,450,22.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.57,5.8,5.77,06:30,18:30,684.7,1725.8,74.9,3.07,24.1,26.1,61.5,2.47,0.0,123.24,1850.5
2026-03-17 14:47:00,2026-03-17 14:47:00,21.5,141,3.9,664.0,1729.79,464.8,1210.85,19.6,64.9,25.0,0,12.56,33.0,20.44,18.4,25.0,22.0,26.0,61.9,443,450,20.2,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.42,5.8,5.93,06:30,18:30,664.0,1729.79,74.8,2.92,24.0,26.0,61.9,2.32,0.0,119.52,1850.5
2026-03-17 14:48:00,2026-03-17 14:48:00,21.7,156,3.0,671.8,1733.82,470.2,1213.67,19.7,65.7,25.0,0,13.69,33.05,19.35,17.8,25.0,22.0,26.1,58.6,489,450,21.9,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.46,5.8,5.79,06:30,18:30,671.8,1733.82,74.8,2.96,24.1,26.1,58.6,2.36,0.0,120.92,1850.5
2026-03-17 14:49:00,2026-03-17 14:49:00,21.3,122,5.9,667.4,1737.82,467.2,1216.48,19.5,65.8,25.0,0,13.27,32.83,19.56,17.6,25.0,22.0,25.7,59.6,450,450,13.1,0,0,자동,자동,자동,자동,자동,자동,자동,자동,0,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.5,5.8,5.77,06:30,18:30,667.4,1737.82,74.7,3.0,23.7,25.7,59.6,2.4,0.0,120.13,1850.5
2026-03-17 14:50:00,2026-03-17 14:50:00,21.7,302,3.4,671.7,1741.85,470.2,1219.3,19.7,64.3,25.0,0,13.23,32.91,19.68,17.8,25.0,22.0,25.8,59.8,436,450,16.5,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.46,5.8,5.83,06:30,18:30,671.7,1741.85,74.7,2.96,23.8,25.8,59.8,2.36,0.0,120.9,1850.5
2026-03-17 14:51:00,2026-03-17 14:51:00,21.7,281,4.4,655.6,1745.79,458.9,1222.05,19.8,62.3,25.0,0,12.67,33.0,20.33,18.3,25.0,22.0,26.0,61.6,440,450,19.8,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.46,5.8,5.77,06:30,18:30,655.6,1745.79,74.6,2.96,24.0,26.0,61.6,2.36,0.0,118.01,1850.5
2026-03-17 14:52:00,2026-03-17 14:52:00,21.5,292,4.8,664.2,1749.77,465.0,1224.84,19.6,65.2,25.0,0,12.74,32.93,20.19,18.1,25.0,22.0,25.9,61.3,444,450,17.4,0,0,자동,자동,자동,자동,자동,자동,자동,자동,1,0,0,0,1,26.0,18.0,자동,0,자동,0,0,150.0,700.0,300.0,2.5,2.52,5.8,5.83,06:30,18:30,664.2,1749.77,74.6,3.02,23.9,25.9,61.3,2.42,0.0,119.56,1850.5
